	Joy	Anger	Sadness	Fear	Disgust
czekolada	     3.905	     1.392	     1.472	     1.581	     1.261
czerep	     1.704	     1.565	     1.661	     1.849	     1.670
czerstwy	     1.375	     2.084	     2.209	     2.230	     2.118
czerwonawy	     2.091	     1.676	     1.548	     1.974	     1.590
czerwony	     2.589	     1.562	     1.546	     2.028	     1.294
część	     2.046	     1.565	     1.525	     1.739	     1.474
czkawka	     1.408	     2.147	     2.309	     2.391	     2.095
człek	     2.005	     1.519	     1.486	     1.599	     1.452
członek	     1.963	     1.581	     1.583	     1.903	     1.565
człowieczeństwo	     3.530	     1.357	     1.331	     1.638	     1.176
człowiek	     3.252	     1.429	     1.456	     1.624	     1.271
czołg	     1.772	     2.196	     1.783	     2.417	     1.788
czołgać	     1.580	     2.010	     2.129	     2.282	     2.011
czołobitny	     1.636	     1.953	     2.173	     2.144	     1.989
czosnek	     2.675	     1.329	     1.332	     1.414	     1.342
czółenko	     2.009	     1.398	     1.330	     1.490	     1.431
czuć	     3.440	     1.472	     1.414	     1.661	     1.299
czuć niepokój	     1.213	     2.722	     3.159	     3.130	     2.700
czujny	     2.423	     1.664	     1.534	     2.067	     1.378
czułość	     3.829	     1.394	     1.543	     1.505	     1.240
czuwać	     2.719	     1.303	     1.321	     1.482	     1.230
czyn	     2.455	     1.463	     1.415	     1.679	     1.323
czystość	     3.432	     1.455	     1.447	     1.615	     1.244
czysty	     3.626	     1.278	     1.450	     1.495	     1.174
czyścić	     2.214	     1.638	     1.621	     1.835	     1.550
czytać	     3.497	     1.507	     1.523	     1.617	     1.258
ćma	     1.713	     1.704	     1.815	     1.959	     1.847
ćwiczenie 	     3.178	     1.553	     1.484	     1.886	     1.323
ćwiczyć	     3.340	     1.496	     1.460	     1.839	     1.316
dach	     2.446	     1.543	     1.472	     1.598	     1.369
dachówka	     2.144	     1.707	     1.570	     1.927	     1.502
dać	     2.906	     1.471	     1.477	     1.657	     1.253
dać do zrozumienia	     2.611	     1.608	     1.532	     2.065	     1.337
dać klapsa	     1.619	     2.412	     2.100	     2.789	     2.138
daleko	     1.641	     1.706	     1.813	     1.955	     1.896
Dania	     2.712	     1.466	     1.458	     1.523	     1.246
danie	     3.427	     1.247	     1.484	     1.477	     1.193
darować	     3.140	     1.473	     1.524	     1.684	     1.295
data	     1.905	     1.325	     1.320	     1.475	     1.348
dawny	     2.193	     1.485	     1.458	     1.615	     1.408
dąb	     2.875	     1.331	     1.401	     1.566	     1.237
dąsać	     1.501	     2.324	     1.933	     2.154	     2.479
dbać	     3.248	     1.396	     1.483	     1.597	     1.254
dbający	     3.415	     1.409	     1.421	     1.597	     1.235
decydujący	     2.614	     1.702	     1.529	     2.176	     1.462
degradacja	     1.244	     2.439	     2.547	     2.425	     2.296
delfin	     3.559	     1.264	     1.437	     1.487	     1.185
delfinek	     3.193	     1.312	     1.396	     1.409	     1.259
delikatnie	     3.531	     1.258	     1.390	     1.492	     1.226
delikatność	     3.403	     1.298	     1.426	     1.504	     1.250
delikatny	     2.961	     1.345	     1.448	     1.425	     1.342
demon	     1.380	     2.690	     2.439	     3.054	     2.438
dentysta	     1.557	     2.406	     2.071	     2.462	     2.186
depozyt	     1.740	     1.824	     1.758	     1.939	     1.749
depresja	     1.124	     2.718	     3.271	     3.185	     2.785
deska	     1.852	     1.378	     1.347	     1.396	     1.456
deska do prasowania	     1.918	     1.507	     1.440	     1.602	     1.549
desperacja	     1.209	     2.620	     2.962	     2.898	     2.667
despotyzm	     1.381	     2.688	     2.337	     3.172	     2.577
deszcz	     2.071	     1.546	     1.511	     1.735	     1.514
detal	     2.287	     1.335	     1.312	     1.447	     1.253
detaliczny	     1.741	     1.471	     1.438	     1.644	     1.462
dezerter	     1.492	     2.362	     2.281	     2.350	     2.316
diabeł	     1.256	     3.031	     2.506	     3.188	     2.651
diament	     3.552	     1.387	     1.436	     1.672	     1.219
diesel	     2.148	     1.624	     1.571	     1.984	     1.423
dławić się	     1.158	     2.640	     3.074	     3.082	     2.742
dług	     1.208	     2.542	     2.936	     2.948	     2.251
długo	     1.697	     1.767	     1.831	     2.034	     1.814
długodystansowiec	     3.224	     1.478	     1.396	     1.664	     1.247
długopis	     2.569	     1.347	     1.393	     1.472	     1.254
dłuto	     1.887	     1.511	     1.424	     1.596	     1.462
dmuchać	     1.765	     1.654	     1.510	     1.675	     1.539
dna	     1.728	     1.752	     1.770	     2.016	     1.894
dobra	     3.305	     1.284	     1.533	     1.576	     1.252
dobro	     4.003	     1.370	     1.478	     1.542	     1.149
dobrobyt	     3.876	     1.389	     1.413	     1.460	     1.165
dobroć	     3.851	     1.370	     1.404	     1.513	     1.184
dobroduszność	     3.698	     1.293	     1.420	     1.419	     1.183
dobrodziejstwo	     3.470	     1.422	     1.519	     1.515	     1.199
dobrotliwy	     3.536	     1.270	     1.400	     1.463	     1.204
dobry	     3.771	     1.274	     1.412	     1.474	     1.132
dobrze	     3.693	     1.254	     1.423	     1.431	     1.153
dobrze wychowany	     3.676	     1.283	     1.462	     1.427	     1.126
dobrze wyważone	     3.130	     1.303	     1.486	     1.539	     1.235
dobytek	     3.427	     1.462	     1.454	     1.631	     1.281
dogmat	     2.003	     1.788	     1.503	     1.965	     1.513
dojrzałość	     3.371	     1.373	     1.411	     1.593	     1.195
dojrzały	     3.451	     1.374	     1.393	     1.592	     1.189
dojrzewać	     2.991	     1.551	     1.470	     1.970	     1.317
dok	     1.930	     1.442	     1.388	     1.556	     1.419
dokładnie	     2.920	     1.465	     1.441	     1.645	     1.311
dokładność	     3.209	     1.363	     1.383	     1.572	     1.225
dokładny	     3.254	     1.442	     1.417	     1.603	     1.279
dokopywać	     1.708	     1.830	     1.782	     2.083	     1.861
dokować	     1.734	     1.591	     1.534	     1.682	     1.562
dokuczać	     1.336	     2.927	     2.191	     2.160	     2.440
dokument	     2.336	     1.494	     1.456	     1.595	     1.372
dolar	     2.784	     1.360	     1.337	     1.520	     1.228
dolina	     2.816	     1.272	     1.303	     1.307	     1.319
dom	     3.902	     1.258	     1.336	     1.444	     1.124
dom strachów	     2.641	     1.813	     1.617	     2.241	     1.474
dominujący	     1.650	     1.980	     2.088	     2.184	     1.898
donosiciel	     1.175	     3.030	     3.159	     3.222	     2.895
dopasować	     2.756	     1.466	     1.472	     1.557	     1.271
dopaść	     1.648	     2.350	     2.015	     2.772	     2.142
dopchać	     1.853	     1.869	     1.971	     2.308	     1.747
doping	     2.020	     1.828	     1.699	     2.439	     1.699
dopingować	     3.450	     1.462	     1.411	     1.782	     1.300
dopływać	     2.617	     1.522	     1.517	     1.874	     1.306
dorastający	     2.463	     1.593	     1.558	     1.881	     1.377
dorosły	     2.726	     1.476	     1.399	     1.742	     1.292
doskonałość	     3.786	     1.400	     1.451	     1.681	     1.211
dostać	     3.505	     1.337	     1.470	     1.496	     1.252
dostojny	     3.126	     1.422	     1.424	     1.682	     1.226
doszkolić	     2.665	     1.399	     1.481	     1.542	     1.269
doświadczać	     3.331	     1.460	     1.398	     1.609	     1.287
dotknąć	     2.775	     1.554	     1.477	     1.775	     1.351
dotrzeć	     3.023	     1.401	     1.534	     1.590	     1.284
dotykać	     3.047	     1.554	     1.483	     1.901	     1.324
dowcip	     3.736	     1.442	     1.442	     1.750	     1.293
dowcipkować	     3.404	     1.424	     1.384	     1.631	     1.272
dowieść	     2.938	     1.508	     1.462	     1.847	     1.284
dowodzić	     2.847	     1.561	     1.488	     2.122	     1.338
dowolny	     2.459	     1.373	     1.376	     1.560	     1.290
dół	     1.432	     2.201	     2.277	     2.362	     2.171
drabina	     1.954	     1.428	     1.362	     1.519	     1.332
drań	     1.254	     2.996	     2.427	     2.509	     2.557
drapacz chmur	     2.899	     1.533	     1.402	     2.049	     1.302
drapać	     2.129	     1.730	     1.735	     1.985	     1.569
drapieżnik	     1.743	     2.548	     2.027	     2.707	     1.961
drażliwy	     1.390	     2.764	     2.215	     2.366	     2.341
drażniący	     1.237	     2.878	     2.688	     2.585	     2.507
drażnić	     1.403	     2.768	     2.069	     2.346	     2.330
dreszczyk	     2.720	     1.609	     1.542	     1.812	     1.446
drewno	     2.362	     1.280	     1.235	     1.315	     1.233
dręczyć	     1.153	     3.344	     2.817	     3.320	     2.790
droga	     2.709	     1.335	     1.425	     1.442	     1.223
drogi	     1.692	     2.064	     1.917	     2.273	     1.849
drozd	     2.373	     1.302	     1.327	     1.426	     1.295
drożdże	     2.332	     1.660	     1.629	     1.834	     1.534
druk	     2.145	     1.333	     1.288	     1.380	     1.264
drukować	     2.194	     1.376	     1.361	     1.504	     1.310
drut	     1.736	     1.642	     1.698	     1.876	     1.685
dryfować	     1.742	     1.534	     1.669	     1.746	     1.667
drzazga	     1.514	     2.332	     1.949	     2.108	     2.424
drzewo	     3.270	     1.275	     1.508	     1.513	     1.233
drzwi	     2.377	     1.309	     1.284	     1.494	     1.265
drżeć	     1.486	     2.336	     2.387	     2.574	     2.234
dubeltówka	     1.846	     2.147	     1.878	     2.457	     1.871
duch	     1.598	     2.352	     2.068	     2.588	     2.043
duet	     2.493	     1.551	     1.521	     1.639	     1.402
duma	     3.485	     1.419	     1.395	     1.616	     1.230
dumny	     3.373	     1.421	     1.419	     1.750	     1.250
dupa	     1.599	     2.170	     1.994	     2.100	     2.141
dupek	     1.155	     2.883	     3.052	     3.151	     2.687
dur	     1.372	     2.571	     2.253	     2.273	     2.387
dusić	     1.128	     3.347	     2.897	     3.109	     3.024
dusza	     3.104	     1.423	     1.557	     1.626	     1.286
duszący	     1.199	     2.752	     2.527	     2.504	     2.580
duszny	     1.496	     2.241	     2.115	     2.250	     2.455
duży	     2.788	     1.563	     1.438	     1.999	     1.317
dwór	     3.083	     1.536	     1.537	     1.687	     1.351
dwulicowość	     1.163	     2.909	     3.309	     3.481	     2.865
dyktator	     1.461	     2.829	     2.324	     3.057	     2.409
dyktatorski	     1.472	     2.752	     2.267	     3.117	     2.345
dym	     1.716	     1.736	     1.915	     2.088	     1.854
dynamiczny	     3.393	     1.481	     1.463	     1.770	     1.308
dyplom	     3.565	     1.327	     1.330	     1.631	     1.193
dyscyplina	     2.285	     1.575	     1.465	     1.886	     1.340
dysk	     1.981	     1.391	     1.353	     1.489	     1.321
dyskoteka	     2.916	     1.541	     1.448	     1.805	     1.356
dyskretny	     3.021	     1.303	     1.520	     1.455	     1.244
dyskryminacja	     1.219	     2.701	     2.997	     3.103	     2.611
dystans	     1.705	     1.704	     1.549	     1.761	     1.634
dystyngowany	     2.591	     1.404	     1.351	     1.648	     1.265
dyszeć	     1.561	     2.222	     2.167	     2.266	     2.081
dywan	     2.410	     1.223	     1.213	     1.264	     1.198
dzbanek	     2.329	     1.371	     1.383	     1.514	     1.350
dziadek	     3.548	     1.266	     1.356	     1.482	     1.202
dziadunio	     3.328	     1.386	     1.464	     1.562	     1.285
działka	     2.753	     1.487	     1.517	     1.549	     1.266
działo	     2.083	     1.932	     1.637	     2.268	     1.612
dzieci	     3.142	     1.416	     1.432	     1.645	     1.321
dziecinny	     1.727	     1.851	     2.055	     2.084	     1.921
dziecko	     3.236	     1.379	     1.428	     1.628	     1.319
dziedziczyć	     3.016	     1.529	     1.443	     1.804	     1.258
dziedzina	     2.093	     1.517	     1.462	     1.615	     1.476
dziedziniec	     2.618	     1.388	     1.400	     1.540	     1.293
dzielić	     2.407	     1.621	     1.613	     1.849	     1.464
dzielić się	     3.541	     1.413	     1.407	     1.597	     1.267
dzielnica	     2.115	     1.453	     1.425	     1.577	     1.425
dzielny	     3.721	     1.449	     1.486	     1.561	     1.216
dziennik	     2.369	     1.432	     1.413	     1.649	     1.315
dzień	     2.829	     1.491	     1.561	     1.604	     1.247
dzierżawa	     1.815	     1.620	     1.525	     1.713	     1.575
dzierżawić	     1.867	     1.710	     1.535	     1.839	     1.620
dzierżyć	     2.111	     1.807	     1.459	     2.023	     1.496
dziewczyna	     3.666	     1.381	     1.509	     1.540	     1.242
dziewica	     3.306	     1.497	     1.497	     1.857	     1.312
dzięcioł	     2.410	     1.516	     1.536	     1.625	     1.470
dziękczynny	     2.823	     1.476	     1.572	     1.643	     1.327
dzięki	     3.576	     1.310	     1.399	     1.503	     1.269
dziękuję	     3.810	     1.418	     1.608	     1.650	     1.211
dziki	     1.842	     1.841	     1.918	     2.526	     1.819
dzikość	     1.828	     2.133	     1.875	     2.634	     1.934
dziób	     1.909	     1.321	     1.323	     1.460	     1.327
dziób (statku)	     2.265	     1.566	     1.425	     1.714	     1.371
dzisiaj	     2.430	     1.371	     1.405	     1.547	     1.275
dziura	     1.474	     2.263	     2.386	     2.527	     2.060
dziwaczny	     1.703	     1.789	     1.994	     2.163	     1.827
dziwka	     1.259	     3.060	     2.980	     3.111	     2.919
dziwny	     1.856	     1.860	     1.877	     2.087	     1.760
dzwon	     2.204	     1.586	     1.523	     1.800	     1.389
dźgnąć	     1.273	     3.131	     2.638	     3.199	     2.501
dżudo	     2.402	     1.750	     1.528	     2.120	     1.442
dżungla	     2.904	     1.530	     1.444	     1.642	     1.377
echo	     2.475	     1.388	     1.411	     1.451	     1.357
edukacja	     2.876	     1.452	     1.390	     1.717	     1.264
edytor tekstu	     2.263	     1.503	     1.441	     1.569	     1.401
ego	     1.996	     1.918	     1.715	     2.226	     1.708
egoizm	     1.244	     3.139	     2.641	     3.169	     2.680
egzaminy	     1.386	     2.820	     2.366	     2.679	     2.321
ekran	     2.058	     1.385	     1.398	     1.529	     1.356
ekscentryczny	     2.172	     2.058	     1.715	     2.357	     1.662
ekscytacja	     3.929	     1.444	     1.480	     1.710	     1.275
ekscytujący	     4.093	     1.385	     1.402	     1.659	     1.211
ekskrementy	     1.229	     2.635	     3.053	     3.205	     2.726
ekstatyczny	     3.223	     1.500	     1.448	     1.777	     1.318
ekstaza	     4.110	     1.364	     1.385	     1.600	     1.220
ekstrawertyk	     2.208	     1.955	     1.674	     2.310	     1.587
elastyczność	     3.232	     1.427	     1.431	     1.629	     1.261
elastyczny	     3.225	     1.425	     1.541	     1.572	     1.247
elegancki	     3.586	     1.435	     1.446	     1.704	     1.221
elektryczność	     3.310	     1.488	     1.416	     1.729	     1.273
elf	     3.625	     1.177	     1.429	     1.408	     1.163
emerytura	     1.819	     1.519	     1.569	     1.735	     1.606
emir	     2.417	     1.465	     1.394	     1.708	     1.290
