	Joy	Anger	Sadness	Fear	Disgust
piłka nożna	     2.720	     1.580	     1.491	     1.856	     1.389
piłować	     1.822	     1.940	     1.855	     2.208	     1.814
pionek	     1.711	     1.743	     1.937	     1.802	     1.604
pionowo	     2.255	     1.349	     1.338	     1.447	     1.272
piorun	     2.008	     2.114	     1.781	     2.453	     1.775
piosenka	     3.653	     1.411	     1.503	     1.623	     1.252
piosenkarz	     3.130	     1.519	     1.466	     1.909	     1.294
pióro	     2.830	     1.325	     1.460	     1.455	     1.265
pióropusz	     2.544	     1.458	     1.464	     1.700	     1.263
pirat	     1.772	     2.104	     1.812	     2.395	     1.821
pisać	     2.521	     1.421	     1.403	     1.492	     1.311
pisać na maszynie	     2.480	     1.334	     1.327	     1.412	     1.286
pisanie	     2.761	     1.361	     1.416	     1.531	     1.257
pisarz	     2.697	     1.401	     1.441	     1.656	     1.254
pisklę	     2.640	     1.366	     1.368	     1.519	     1.384
pistolet	     1.606	     2.527	     2.069	     2.774	     2.224
piszczeć	     1.586	     2.245	     2.135	     2.216	     2.101
piwnica	     1.843	     1.678	     1.855	     1.915	     1.825
piwo	     3.426	     1.459	     1.452	     1.820	     1.323
piwo jasne pełne	     3.549	     1.371	     1.539	     1.485	     1.229
pizza	     3.722	     1.457	     1.607	     1.564	     1.253
plac	     2.374	     1.294	     1.329	     1.419	     1.258
placek	     3.098	     1.266	     1.387	     1.360	     1.265
plaga	     1.194	     2.683	     2.724	     2.730	     2.275
plakat	     2.104	     1.492	     1.454	     1.631	     1.428
plakatowanie	     1.961	     1.622	     1.479	     1.770	     1.579
plama	     1.470	     2.187	     2.292	     2.376	     2.071
plamka	     1.703	     1.633	     1.739	     1.843	     1.783
plan	     2.797	     1.336	     1.345	     1.519	     1.201
plandeka	     1.778	     1.544	     1.499	     1.689	     1.467
planeta	     2.699	     1.440	     1.402	     1.655	     1.288
plaster	     1.752	     1.549	     1.527	     1.763	     1.585
plasterek	     2.111	     1.327	     1.256	     1.317	     1.432
plastikowy	     1.691	     1.556	     1.704	     1.793	     1.603
platan	     2.354	     1.291	     1.245	     1.416	     1.243
platforma	     1.933	     1.518	     1.517	     1.621	     1.423
plaża	     3.707	     1.373	     1.537	     1.547	     1.245
plemię	     2.208	     1.644	     1.532	     1.853	     1.441
plener	     3.626	     1.229	     1.380	     1.465	     1.170
pleśń	     1.458	     2.289	     2.154	     2.255	     2.418
plewy	     1.659	     1.785	     1.998	     2.066	     1.840
plik	     1.924	     1.370	     1.363	     1.553	     1.322
plon	     2.757	     1.497	     1.553	     1.624	     1.260
plotka	     1.389	     2.466	     2.071	     2.234	     2.518
plotkarz	     1.485	     2.578	     2.355	     2.356	     2.178
plotkować	     1.451	     2.728	     2.131	     2.375	     2.393
pluć	     1.304	     2.628	     2.411	     2.355	     2.430
plugawstwo	     1.177	     2.694	     3.060	     3.271	     2.743
plus	     3.370	     1.482	     1.569	     1.708	     1.306
plusk	     2.483	     1.348	     1.374	     1.499	     1.387
pluskać	     2.929	     1.426	     1.398	     1.493	     1.389
pluskwa	     1.272	     2.439	     2.287	     2.274	     2.390
plusz	     2.598	     1.327	     1.339	     1.408	     1.315
plwocina	     1.209	     2.402	     2.731	     2.442	     2.276
płaca	     3.246	     1.459	     1.405	     1.710	     1.294
płacić	     1.611	     2.239	     1.925	     2.507	     2.077
płakać	     1.156	     2.798	     3.192	     3.292	     2.785
płaszcz	     2.523	     1.323	     1.361	     1.446	     1.255
płaszczyzna	     1.832	     1.409	     1.376	     1.491	     1.356
płeć	     2.090	     1.691	     1.571	     1.865	     1.556
płetwa	     1.932	     1.354	     1.343	     1.452	     1.365
płoć	     2.125	     1.397	     1.312	     1.409	     1.520
płodny	     2.928	     1.484	     1.404	     1.696	     1.280
płomień	     2.935	     1.472	     1.471	     2.055	     1.321
płot	     1.935	     1.371	     1.381	     1.425	     1.320
płotka	     1.819	     1.519	     1.569	     1.735	     1.606
płótno	     2.337	     1.273	     1.258	     1.369	     1.233
płuco	     1.747	     1.438	     1.407	     1.557	     1.375
pług	     1.804	     1.456	     1.443	     1.626	     1.440
płynąć	     2.866	     1.555	     1.519	     1.595	     1.380
płyta	     2.580	     1.320	     1.349	     1.400	     1.255
pływać	     3.368	     1.468	     1.432	     1.613	     1.291
pływak	     2.728	     1.501	     1.518	     1.621	     1.266
pływanie	     2.917	     1.483	     1.560	     1.630	     1.271
pniak	     1.816	     1.445	     1.385	     1.544	     1.420
pobicie	     1.145	     3.234	     2.906	     3.261	     2.831
pobić	     1.210	     3.173	     2.728	     3.342	     2.638
pobiegać	     3.288	     1.467	     1.383	     1.788	     1.267
pobłażliwy	     1.786	     1.538	     1.580	     1.775	     1.706
pobożny	     2.171	     1.487	     1.449	     1.564	     1.389
pocałunek	     4.236	     1.298	     1.367	     1.544	     1.173
pochmurny	     1.632	     1.948	     1.838	     1.955	     2.062
pochodnia	     2.949	     1.513	     1.542	     1.707	     1.297
pochówek	     1.188	     2.608	     3.169	     3.122	     2.796
pochwa	     2.217	     1.728	     1.741	     1.929	     1.605
pochwała	     3.817	     1.339	     1.325	     1.523	     1.147
pochylnia	     1.767	     1.558	     1.467	     1.684	     1.648
pociąg	     2.496	     1.459	     1.428	     1.639	     1.279
pocić się	     1.279	     2.612	     2.921	     2.958	     2.151
pociemnieć	     1.625	     1.719	     1.810	     1.957	     1.898
pocierać	     1.866	     1.659	     1.652	     1.832	     1.668
pocieszenie	     3.286	     1.391	     1.454	     1.488	     1.283
pocieszony	     3.249	     1.371	     1.420	     1.637	     1.313
pocieszyć	     3.479	     1.376	     1.397	     1.544	     1.278
pocisk	     1.632	     2.309	     2.013	     2.842	     2.271
początek	     2.992	     1.477	     1.525	     1.687	     1.292
poczta	     2.155	     1.422	     1.439	     1.529	     1.335
poczucie winy	     1.182	     2.590	     2.976	     2.897	     2.523
pod wrażeniem	     3.744	     1.371	     1.518	     1.586	     1.219
podarunek	     1.440	     2.532	     2.106	     2.125	     2.375
podatek	     1.432	     2.192	     2.502	     2.374	     1.894
podatny	     1.277	     2.360	     2.780	     2.429	     1.964
podatny na sugestię	     1.793	     1.502	     1.503	     1.720	     1.611
podbicie (stopy)	     1.865	     1.379	     1.338	     1.449	     1.493
podbródek	     1.997	     1.747	     1.599	     1.896	     1.583
podciągać	     1.899	     1.360	     1.316	     1.395	     1.476
podczas	     1.233	     2.259	     2.772	     2.441	     2.104
poddać się	     1.244	     2.330	     2.697	     2.389	     2.212
poddanie się	     2.690	     1.364	     1.363	     1.416	     1.312
poddasze	     1.437	     2.677	     2.324	     2.429	     2.354
podejrzany	     1.439	     2.623	     2.049	     2.352	     2.268
podejrzenie	     1.420	     2.737	     2.048	     2.229	     2.249
podejrzliwy	     3.984	     1.389	     1.418	     1.725	     1.253
podekscytowany	     1.770	     1.410	     1.430	     1.482	     1.515
podeszwa	     1.573	     1.885	     1.883	     2.038	     2.020
podgardle	     2.620	     1.357	     1.391	     1.449	     1.250
podgrzewacz	     2.593	     1.437	     1.465	     1.667	     1.242
podjąć się	     1.146	     3.360	     2.844	     3.089	     2.754
podłość	     3.938	     1.349	     1.358	     1.649	     1.246
podniecenie	     3.719	     1.466	     1.513	     1.874	     1.334
podniecony	     2.435	     1.499	     1.427	     1.825	     1.290
podnieść	     3.030	     1.583	     1.652	     1.968	     1.552
podnieta	     2.690	     1.571	     1.553	     2.094	     1.356
podochocony	     2.228	     1.644	     1.566	     1.984	     1.516
podpatrzeć	     1.554	     1.955	     2.140	     2.203	     2.002
podpełznąć	     1.317	     2.321	     2.704	     2.389	     1.847
podporządkowany	     2.723	     1.411	     1.363	     1.432	     1.375
podpowiedź	     1.334	     2.501	     2.866	     2.826	     2.383
podrażnienie	     1.267	     2.662	     2.514	     2.507	     2.449
podrażniona	     1.407	     2.428	     2.280	     2.366	     2.231
podróbka	     3.914	     1.371	     1.461	     1.691	     1.240
podróż	     4.158	     1.230	     1.341	     1.448	     1.148
podróżować	     1.841	     1.767	     1.797	     2.229	     1.694
podrzucać	     2.329	     1.391	     1.399	     1.584	     1.291
podstawa	     1.387	     2.637	     2.308	     2.929	     2.427
podstęp	     1.382	     2.701	     2.314	     2.920	     2.507
podstępność	     1.336	     2.810	     2.332	     2.622	     2.382
podstępny	     3.557	     1.247	     1.367	     1.497	     1.223
poduszka	     2.904	     1.433	     1.394	     1.532	     1.403
podwiązka	     1.644	     1.979	     1.923	     2.209	     1.870
podwiesić	     1.385	     2.252	     2.270	     2.395	     2.208
podwładny	     2.603	     1.381	     1.393	     1.548	     1.301
podwójny	     2.695	     1.348	     1.356	     1.352	     1.261
podwórze	     3.490	     1.501	     1.512	     1.885	     1.351
podzielić	     2.590	     1.571	     1.539	     1.692	     1.436
podziękowania	     3.464	     1.448	     1.523	     1.466	     1.221
podziw	     3.691	     1.442	     1.499	     1.774	     1.285
podziwiany	     3.623	     1.425	     1.467	     1.677	     1.223
poezja	     2.974	     1.280	     1.454	     1.584	     1.228
poganin	     1.750	     1.734	     1.855	     2.028	     1.811
pogarda	     1.131	     3.322	     2.863	     3.200	     2.793
pogardliwie	     1.187	     3.073	     2.725	     2.723	     2.671
pogardliwy	     1.187	     2.891	     2.677	     2.722	     2.691
pogardzanie	     1.192	     2.967	     2.792	     2.704	     2.589
pogłaskać	     3.467	     1.304	     1.450	     1.452	     1.215
pogoda	     3.214	     1.253	     1.459	     1.447	     1.226
pogoda ducha	     3.655	     1.443	     1.551	     1.576	     1.221
pogodny	     3.763	     1.419	     1.511	     1.560	     1.160
pogrzeb	     1.132	     2.678	     3.357	     3.392	     2.831
pogwałcić	     1.128	     3.297	     2.882	     3.189	     2.764
pojazd	     2.467	     1.394	     1.392	     1.524	     1.294
pojemnik	     1.762	     1.406	     1.394	     1.503	     1.336
pojemność	     2.515	     1.416	     1.412	     1.522	     1.287
pojęcie	     2.362	     1.329	     1.347	     1.484	     1.258
pokaz	     2.591	     1.536	     1.524	     1.784	     1.301
pokazać	     2.993	     1.535	     1.469	     1.839	     1.307
pokazywać się	     2.271	     1.773	     1.474	     1.971	     1.471
poker	     2.210	     1.682	     1.549	     1.978	     1.440
pokierować	     2.433	     1.538	     1.405	     1.746	     1.330
poklepać	     2.234	     1.694	     1.534	     1.940	     1.494
pokład	     2.441	     1.348	     1.366	     1.432	     1.274
pokojówka	     2.244	     1.450	     1.431	     1.514	     1.478
pokonać	     3.183	     1.482	     1.416	     1.891	     1.316
pokonany	     1.247	     2.391	     2.568	     2.322	     2.367
pokorny	     1.947	     1.506	     1.647	     1.723	     1.641
pokój	     3.622	     1.180	     1.352	     1.397	     1.177
pokrętło	     1.742	     1.458	     1.443	     1.556	     1.449
pokryć	     2.165	     1.704	     1.437	     1.967	     1.446
pokrywać	     2.082	     1.696	     1.501	     1.838	     1.465
pokrywać się	     2.018	     1.534	     1.480	     1.671	     1.491
polać	     2.654	     1.586	     1.509	     1.755	     1.472
polder	     1.941	     1.406	     1.396	     1.492	     1.333
pole	     2.106	     1.273	     1.267	     1.373	     1.336
pole bitwy	     1.667	     2.501	     2.043	     2.936	     2.089
polepszyć	     3.597	     1.394	     1.363	     1.617	     1.208
polędwica	     2.808	     1.292	     1.318	     1.325	     1.302
policja	     1.704	     2.342	     1.936	     2.677	     2.013
policzek	     2.217	     1.474	     1.444	     1.563	     1.402
polo	     1.777	     1.497	     1.444	     1.622	     1.491
polować	     1.805	     2.186	     1.822	     2.600	     1.914
Polska	     3.567	     1.469	     1.471	     1.723	     1.297
poluzowany	     1.915	     1.487	     1.561	     1.776	     1.703
połączenie	     2.124	     1.608	     1.517	     1.809	     1.454
połknąć	     2.126	     1.662	     1.775	     1.798	     1.694
położyć	     2.248	     1.401	     1.424	     1.566	     1.362
południe	     2.815	     1.484	     1.445	     1.440	     1.371
połysk	     2.857	     1.291	     1.350	     1.498	     1.232
połyskiwać	     2.573	     1.430	     1.443	     1.602	     1.293
pomagać	     3.852	     1.339	     1.346	     1.524	     1.152
pomaganie	     3.711	     1.371	     1.403	     1.610	     1.213
pomidor	     2.691	     1.257	     1.331	     1.302	     1.215
pomiot	     1.502	     2.243	     2.106	     2.275	     2.334
pomoc	     3.617	     1.290	     1.438	     1.423	     1.191
pomocność	     3.464	     1.445	     1.483	     1.543	     1.210
pomocny	     3.459	     1.355	     1.499	     1.572	     1.254
pomóc	     3.549	     1.456	     1.608	     1.581	     1.270
pompa	     2.059	     1.596	     1.540	     1.957	     1.467
pompować	     1.989	     1.723	     1.520	     1.866	     1.546
pompowanie	     1.856	     1.742	     1.550	     1.807	     1.610
pomścić	     1.592	     2.596	     2.289	     2.904	     2.186
pomyłka	     1.641	     2.539	     2.310	     2.423	     2.209
pomysł	     3.730	     1.381	     1.440	     1.654	     1.210
pomysłowość	     3.753	     1.484	     1.479	     1.669	     1.237
pomyślność	     3.755	     1.357	     1.383	     1.579	     1.182
ponad	     2.447	     1.495	     1.418	     1.731	     1.300
ponaglać	     1.498	     2.406	     2.039	     2.570	     2.310
poncz	     2.366	     1.542	     1.564	     1.696	     1.468
ponętność	     3.665	     1.435	     1.407	     1.723	     1.297
poniedziałek	     1.468	     2.520	     2.095	     2.166	     2.362
poniżenie	     1.153	     2.809	     3.229	     3.372	     2.869
poniżyć	     1.174	     2.978	     3.216	     3.245	     2.903
ponury	     1.298	     2.120	     2.219	     2.130	     2.318
pończocha	     2.691	     1.426	     1.424	     1.481	     1.421
pop	     2.079	     1.392	     1.340	     1.518	     1.358
popełnić	     1.607	     2.060	     1.913	     2.250	     1.893
popieścić	     3.373	     1.555	     1.565	     1.953	     1.416
poprawiać	     1.933	     1.757	     1.586	     1.940	     1.610
poprawka	     1.542	     2.441	     2.127	     2.161	     2.136
poprzeczny	     1.868	     1.378	     1.373	     1.497	     1.464
popularność	     3.036	     1.457	     1.477	     2.023	     1.314
popularny	     3.031	     1.475	     1.422	     1.988	     1.318
popychać	     1.498	     2.494	     2.142	     2.459	     2.134
por	     1.965	     1.345	     1.298	     1.325	     1.417
porażka	     1.146	     2.798	     3.225	     3.371	     2.903
poręczny	     2.827	     1.389	     1.520	     1.507	     1.286
porno	     1.721	     2.349	     2.225	     2.693	     2.065
poronienie	     1.145	     2.707	     3.382	     3.549	     2.779
port	     2.965	     1.296	     1.377	     1.425	     1.202
Portugalia	     2.983	     1.470	     1.592	     1.616	     1.304
porwać	     1.311	     2.997	     2.604	     3.323	     2.557
poryw	     2.012	     1.784	     1.830	     2.364	     1.760
porywający	     3.484	     1.517	     1.410	     1.708	     1.312
porywczy	     1.589	     2.532	     2.207	     2.796	     2.111
posag	     2.389	     1.498	     1.497	     1.684	     1.292
posąg	     2.240	     1.327	     1.357	     1.504	     1.276
posiadacz	     2.817	     1.467	     1.411	     1.742	     1.271
posiekać	     1.618	     2.044	     1.853	     2.254	     1.785
posiłek	     3.420	     1.404	     1.439	     1.552	     1.294
posłuszny	     1.997	     1.633	     1.807	     1.890	     1.653
postęp	     3.659	     1.386	     1.371	     1.503	     1.197
posuwisty	     1.878	     1.811	     1.855	     2.230	     1.683
poszanowanie	     3.456	     1.397	     1.455	     1.617	     1.235
poszukiwać	     2.548	     1.572	     1.509	     1.984	     1.322
pościć	     1.649	     1.816	     1.898	     2.027	     2.023
pościg	     1.923	     2.068	     1.756	     2.408	     1.855
pośladek	     2.683	     1.570	     1.459	     1.756	     1.377
pośliznąć się	     1.489	     2.362	     2.397	     2.606	     2.126
poślubić	     3.695	     1.476	     1.482	     1.676	     1.284
pośpiech	     1.513	     2.627	     2.067	     2.398	     2.252
poświata	     2.382	     1.565	     1.569	     1.720	     1.468
poświęcać	     2.338	     1.688	     1.568	     1.983	     1.509
poświęcony	     2.497	     1.504	     1.465	     1.593	     1.468
pot	     1.549	     2.499	     2.237	     2.338	     2.240
potajemnie	     1.925	     1.792	     1.953	     2.093	     1.686
potencjał	     3.519	     1.369	     1.344	     1.622	     1.196
potępić	     1.365	     2.767	     2.231	     2.420	     2.419
potężny	     3.081	     1.541	     1.441	     2.028	     1.332
potężny haust	     1.911	     1.880	     1.728	     2.193	     1.747
potoczyć	     2.008	     1.555	     1.521	     1.659	     1.472
potok	     2.814	     1.256	     1.296	     1.274	     1.226
potomek	     3.469	     1.323	     1.470	     1.444	     1.208
potomstwo	     3.556	     1.326	     1.486	     1.488	     1.222
potrzebujący	     1.667	     1.911	     2.153	     2.182	     1.888
potulnie	     2.402	     1.480	     1.483	     1.563	     1.463
potulny	     2.335	     1.465	     1.505	     1.616	     1.462
potworny ból	     1.153	     2.715	     3.367	     3.553	     2.846
potworny lęk	     1.170	     2.767	     3.456	     3.482	     2.803
potwór	     1.334	     2.907	     2.469	     3.082	     2.565
powab	     3.211	     1.439	     1.542	     1.560	     1.245
powaga	     2.284	     1.610	     1.438	     1.733	     1.381
poważny	     2.046	     1.648	     1.477	     1.745	     1.450
poważny (stan)	     1.217	     2.811	     2.654	     2.638	     2.584
powiać	     1.977	     1.680	     1.627	     1.977	     1.602
powiązany	     2.101	     1.579	     1.515	     1.737	     1.510
powiedzieć	     2.658	     1.503	     1.476	     1.613	     1.265
powierzchowny	     1.566	     1.900	     1.888	     2.104	     1.949
powiesić	     1.521	     2.562	     1.967	     2.335	     2.179
powieszenie	     1.179	     2.813	     2.881	     2.891	     2.536
powieść	     3.034	     1.422	     1.551	     1.624	     1.295
powietrze	     3.426	     1.187	     1.412	     1.453	     1.201
powiew	     2.739	     1.491	     1.575	     1.574	     1.375
powiewać	     2.240	     1.593	     1.568	     1.680	     1.461
powiększenie	     2.499	     1.481	     1.439	     1.609	     1.307
powinien	     1.882	     1.685	     1.765	     1.902	     1.759
powinność	     2.120	     1.701	     1.768	     1.937	     1.642
powitać	     3.387	     1.439	     1.422	     1.627	     1.262
powitanie	     3.476	     1.376	     1.465	     1.521	     1.218
powłoka	     1.758	     1.406	     1.377	     1.555	     1.384
powoli	     1.793	     1.446	     1.519	     1.574	     1.435
powolny	     1.393	     2.158	     2.495	     2.321	     1.803
powód	     2.060	     1.614	     1.569	     1.994	     1.513
powódź	     1.161	     3.051	     2.878	     2.829	     2.770
powściągliwy	     1.609	     1.746	     1.780	     2.015	     1.857
pozdrawiać	     3.514	     1.423	     1.468	     1.582	     1.261
pozdrowienie	     3.588	     1.338	     1.488	     1.487	     1.148
pozew	     1.414	     2.609	     2.187	     2.542	     2.408
poziom	     2.009	     1.405	     1.358	     1.582	     1.380
pozmywać	     1.680	     1.748	     1.821	     2.033	     1.892
pozostać	     2.251	     1.633	     1.589	     1.772	     1.486
pozostawać	     2.116	     1.507	     1.465	     1.648	     1.568
pozostawiać	     1.780	     1.641	     1.539	     1.765	     1.555
pozować	     2.184	     1.497	     1.443	     1.603	     1.490
pozycja	     2.378	     1.538	     1.482	     1.609	     1.334
pozytywny	     4.079	     1.332	     1.426	     1.482	     1.157
pożar	     1.144	     3.211	     2.784	     3.263	     2.686
pożądać	     3.251	     1.532	     1.590	     1.937	     1.520
pożądanie	     3.784	     1.406	     1.445	     1.755	     1.297
pożegnanie	     1.237	     2.775	     2.591	     2.580	     2.461
pożyczyć	     1.769	     1.806	     1.946	     2.041	     1.795
pół	     1.758	     1.512	     1.465	     1.730	     1.462
pół kwarty	     1.905	     1.349	     1.328	     1.360	     1.336
półka	     1.831	     1.440	     1.391	     1.475	     1.391
północ	     2.568	     1.488	     1.487	     1.473	     1.261
praca	     3.040	     1.531	     1.470	     1.887	     1.310
pracochłonny	     1.717	     2.212	     1.952	     2.588	     2.016
pracować	     2.906	     1.579	     1.473	     1.919	     1.297
pracować dorywczo	     2.321	     1.705	     1.600	     1.838	     1.542
pracowitość	     3.514	     1.427	     1.448	     1.562	     1.277
pracowity	     3.783	     1.426	     1.455	     1.566	     1.195
pragnąć	     3.235	     1.544	     1.600	     1.979	     1.419
pragnienie	     2.168	     1.756	     1.710	     2.091	     1.651
praktyczny	     3.422	     1.345	     1.521	     1.560	     1.225
prasa	     2.241	     1.582	     1.486	     1.671	     1.433
prasować	     1.793	     1.657	     1.557	     1.768	     1.577
prasowanie	     1.789	     1.491	     1.453	     1.650	     1.489
prawda	     3.625	     1.349	     1.392	     1.655	     1.175
prawdomówność	     3.707	     1.429	     1.487	     1.562	     1.198
prawdziwy	     3.686	     1.332	     1.308	     1.541	     1.140
prawnik	     2.369	     1.664	     1.461	     1.938	     1.429
prawny	     2.289	     1.615	     1.464	     1.997	     1.378
prawo	     2.721	     1.404	     1.378	     1.706	     1.258
prawość	     3.094	     1.569	     1.505	     1.726	     1.341
preferencja	     2.547	     1.534	     1.458	     1.756	     1.276
premia	     4.142	     1.301	     1.414	     1.470	     1.151
preria	     2.282	     1.232	     1.230	     1.262	     1.225
prestiż	     3.621	     1.481	     1.466	     1.668	     1.262
pretekst	     1.781	     1.920	     1.862	     2.204	     1.856
pretensjonalny	     1.380	     2.770	     2.117	     2.377	     2.331
prezent	     4.020	     1.330	     1.386	     1.548	     1.209
prezentować	     2.602	     1.559	     1.513	     2.116	     1.328
prezerwatywa	     2.200	     1.805	     1.613	     2.223	     1.568
prędki	     2.513	     1.642	     1.604	     2.254	     1.392
prędkość	     2.705	     1.615	     1.532	     2.211	     1.372
pręt	     1.608	     1.855	     1.879	     2.057	     1.783
priorytet	     3.119	     1.492	     1.469	     1.743	     1.287
problem	     1.192	     2.691	     2.690	     2.674	     2.525
procesja	     1.696	     1.675	     1.628	     1.831	     1.607
proch strzelniczy	     1.719	     2.138	     1.904	     2.577	     1.997
produktywny	     3.680	     1.370	     1.423	     1.667	     1.210
profesor	     2.814	     1.476	     1.384	     1.866	     1.271
programowanie	     2.196	     1.880	     1.521	     2.048	     1.517
progresywny	     3.058	     1.473	     1.410	     1.891	     1.252
promienieć	     3.901	     1.412	     1.436	     1.472	     1.206
promieniować	     2.823	     1.643	     1.538	     2.077	     1.330
promieniowanie	     1.612	     2.277	     1.964	     2.562	     1.960
promienny	     3.587	     1.443	     1.479	     1.630	     1.250
promień	     2.846	     1.508	     1.507	     1.645	     1.293
promocja	     3.558	     1.471	     1.503	     1.703	     1.329
prosiaczek	     2.525	     1.353	     1.340	     1.436	     1.383
prosperować	     3.113	     1.518	     1.456	     1.695	     1.298
prostacki	     1.232	     2.705	     2.875	     2.900	     2.690
prostolinijność	     2.428	     1.503	     1.527	     1.580	     1.440
prosty	     2.691	     1.256	     1.265	     1.300	     1.305
prostytutka	     1.309	     2.541	     2.813	     2.840	     2.460
proszek	     2.046	     1.473	     1.448	     1.626	     1.518
protest	     1.613	     2.290	     1.998	     2.645	     2.259
prowadzić	     2.821	     1.481	     1.419	     1.792	     1.273
prowadzić żniwa	     2.298	     1.528	     1.469	     1.678	     1.389
prowincjonalny	     1.808	     1.748	     1.889	     2.125	     1.881
prowokacyjny	     1.810	     2.308	     1.908	     2.735	     1.933
próba	     2.251	     1.648	     1.536	     1.895	     1.480
próg	     1.826	     1.408	     1.382	     1.453	     1.426
próżność	     1.303	     2.825	     2.134	     2.131	     2.394
próżny	     1.306	     2.873	     2.188	     2.255	     2.463
pruderyjny	     1.538	     2.441	     2.080	     2.168	     2.238
prymitywność	     1.246	     2.305	     2.725	     2.474	     2.199
pryskać	     1.829	     1.758	     1.828	     1.993	     1.766
pryszcz	     1.221	     2.562	     2.989	     2.836	     2.376
prysznic	     3.314	     1.285	     1.476	     1.466	     1.237
prywatność	     3.381	     1.437	     1.427	     1.622	     1.257
przebaczenie	     3.558	     1.408	     1.514	     1.536	     1.257
przebaczyć	     3.667	     1.379	     1.444	     1.566	     1.217
przebiegłość	     1.703	     2.318	     1.880	     2.567	     1.968
przechowalnia	     1.835	     1.479	     1.439	     1.622	     1.408
przeciekać	     1.546	     2.194	     2.073	     2.301	     2.281
przecinać	     1.829	     1.839	     1.686	     1.962	     1.676
przecinek	     1.912	     1.349	     1.314	     1.365	     1.446
przeciw	     1.610	     2.264	     1.952	     2.473	     1.998
przeciwny	     1.623	     2.213	     1.926	     2.502	     2.073
przed	     1.780	     1.477	     1.443	     1.593	     1.429
przedmiot	     2.018	     1.307	     1.255	     1.318	     1.388
przedsiębiorczy	     3.425	     1.422	     1.404	     1.621	     1.231
przedszkole	     2.784	     1.305	     1.320	     1.340	     1.307
przegapić	     1.442	     2.426	     2.028	     2.215	     2.431
przegniły	     1.228	     2.491	     2.718	     2.620	     2.481
przegrany	     1.227	     2.798	     3.106	     2.896	     2.349
przegryźć	     1.859	     1.903	     1.924	     2.254	     1.777
przejedzony	     1.505	     1.947	     2.029	     2.174	     2.097
przejście	     2.331	     1.495	     1.460	     1.624	     1.326
przejściowy	     1.889	     1.534	     1.566	     1.772	     1.584
przejść	     2.099	     1.538	     1.481	     1.663	     1.480
przekąska	     3.130	     1.528	     1.539	     1.555	     1.303
przekleństwo	     1.341	     2.879	     2.341	     2.625	     2.414
przeklinać	     1.471	     2.715	     2.268	     2.664	     2.248
przekonanie	     2.877	     1.455	     1.442	     1.703	     1.230
przekonany	     2.633	     1.431	     1.419	     1.704	     1.264
przekonywanie	     2.262	     1.779	     1.446	     2.019	     1.435
przekopywać	     1.965	     1.735	     1.693	     2.022	     1.609
przekorny	     2.157	     1.799	     1.610	     2.076	     1.552
przekroczyć	     1.626	     1.997	     1.719	     2.117	     1.807
przekształcanie	     2.323	     1.585	     1.453	     1.926	     1.368
przelać	     1.681	     1.638	     1.507	     1.667	     1.490
przelotne spojrzenie	     2.889	     1.465	     1.427	     1.646	     1.370
przełącznik	     1.933	     1.497	     1.415	     1.661	     1.411
przełom	     3.064	     1.480	     1.404	     1.950	     1.317
przemijający	     1.380	     2.004	     2.257	     2.144	     2.006
przemoc	     1.163	     3.337	     3.081	     3.611	     3.006
przemówienie	     2.372	     1.776	     1.550	     2.278	     1.481
przemyć	     1.938	     1.557	     1.473	     1.630	     1.515
przemysł	     2.068	     1.829	     1.466	     2.033	     1.517
przemyt	     1.440	     2.716	     2.061	     2.240	     2.255
przenicować	     1.635	     1.855	     1.789	     2.078	     1.835
przenikliwy	     2.176	     1.685	     1.552	     1.927	     1.440
przepiękny	     4.188	     1.237	     1.359	     1.372	     1.137
przepiłować	     1.814	     1.908	     1.817	     2.216	     1.795
przepych	     1.824	     2.105	     1.814	     2.640	     1.900
przeraźliwy	     1.187	     3.104	     2.760	     3.232	     2.560
przerażający	     1.128	     3.297	     2.882	     3.189	     2.764
przerażenie	     1.159	     2.798	     3.150	     3.289	     2.908
przerażony	     1.155	     2.816	     3.323	     3.377	     2.815
przerębel	     2.348	     1.626	     1.629	     1.882	     1.550
przerwać	     1.803	     1.930	     1.960	     2.249	     1.732
przestępca	     1.135	     3.357	     2.819	     3.186	     2.725
przestępstwo	     1.142	     3.268	     2.929	     3.207	     2.884
przestraszony	     1.214	     2.634	     3.031	     2.840	     2.378
przestraszyć się	     1.254	     2.641	     2.995	     2.965	     2.521
przestrzegać	     2.133	     1.621	     1.561	     1.968	     1.546
przestrzeń	     3.258	     1.367	     1.550	     1.614	     1.286
przeszkadzać	     1.322	     2.693	     2.142	     2.146	     2.420
przeszyć	     1.635	     1.780	     1.729	     1.941	     1.721
prześladować	     1.216	     3.154	     2.697	     2.970	     2.751
prześledzić	     1.880	     1.813	     1.730	     2.100	     1.724
prześwietlać	     1.707	     1.842	     1.660	     1.963	     1.713
przetaczanie	     1.656	     1.871	     1.882	     2.049	     1.803
przewaga	     3.003	     1.447	     1.415	     1.877	     1.286
przeważający	     2.416	     1.659	     1.472	     1.991	     1.446
przewlekły	     1.258	     2.399	     2.397	     2.224	     2.353
przewodnik	     2.895	     1.428	     1.425	     1.653	     1.279
przewrotny	     1.860	     1.791	     1.842	     2.225	     1.694
przód	     2.352	     1.477	     1.448	     1.742	     1.294
przychylność	     3.273	     1.284	     1.492	     1.488	     1.233
przycisk	     2.047	     1.383	     1.384	     1.590	     1.383
