	Joy	Anger	Sadness	Fear	Disgust
rivista	     2.805	     1.207	     1.273	     1.273	     1.220
rivolta	     2.836	     1.545	     1.315	     1.636	     1.296
rivoltella	     1.485	     2.466	     2.028	     2.841	     1.967
roccia	     2.063	     1.477	     1.364	     1.643	     1.482
romantico	     4.259	     1.253	     1.353	     1.428	     1.222
rosa	     3.637	     1.192	     1.300	     1.318	     1.169
rosso	     3.930	     1.248	     1.339	     1.582	     1.137
rotto	     1.224	     2.370	     2.324	     2.370	     2.234
rovente	     1.382	     2.117	     2.064	     2.640	     2.029
rumoroso	     1.239	     2.805	     2.367	     3.001	     2.215
ruvido	     1.555	     1.515	     1.509	     1.643	     1.454
saggio	     3.943	     1.315	     1.364	     1.400	     1.235
salice	     2.314	     1.264	     1.348	     1.314	     1.316
salutare	     3.209	     1.322	     1.411	     1.510	     1.363
salute	     3.946	     1.194	     1.272	     1.254	     1.185
saluto	     3.617	     1.361	     1.445	     1.424	     1.291
salvare	     4.276	     1.248	     1.254	     1.545	     1.166
salvataggio	     3.466	     1.337	     1.285	     1.440	     1.195
salvatore	     3.444	     1.348	     1.407	     1.516	     1.280
sanguinoso	     1.161	     2.909	     2.738	     2.613	     2.402
santo	     2.893	     1.303	     1.332	     1.370	     1.343
sbalordito	     3.734	     1.302	     1.274	     1.514	     1.177
scala	     1.994	     1.511	     1.450	     1.796	     1.396
scandalo	     1.227	     2.830	     2.439	     3.060	     2.357
scarafaggio	     1.224	     2.626	     2.387	     2.588	     2.147
scarpa	     2.770	     1.354	     1.356	     1.487	     1.271
scettico	     2.265	     1.868	     1.671	     1.951	     1.608
scherzo	     3.553	     1.455	     1.586	     1.513	     1.249
schiacciato	     1.191	     2.406	     2.213	     3.399	     1.928
schiaffo	     1.209	     3.034	     2.383	     2.907	     2.539
schiavo	     1.117	     3.082	     2.960	     2.996	     2.558
schiuma	     3.314	     1.306	     1.438	     1.347	     1.294
schivo	     1.388	     1.878	     2.357	     2.031	     1.595
sciarpa	     3.279	     1.223	     1.376	     1.273	     1.222
scimmia	     2.427	     1.293	     1.308	     1.421	     1.332
sciocchezza	     1.685	     1.723	     1.683	     1.895	     1.596
sciocco	     1.284	     2.255	     2.056	     1.940	     2.610
scodella	     1.810	     1.424	     1.392	     1.568	     1.443
scolapasta	     2.283	     1.380	     1.402	     1.488	     1.341
scolorina	     1.505	     1.277	     1.228	     1.459	     1.217
sconfitto	     1.081	     2.691	     3.341	     3.678	     2.036
scooter	     2.849	     1.417	     1.344	     1.587	     1.365
scoraggiato	     1.172	     2.537	     2.277	     2.149	     2.632
scorbuto	     1.129	     2.854	     2.353	     2.158	     2.432
scorie	     1.154	     3.072	     2.387	     2.340	     2.698
scorpione	     1.815	     2.125	     1.832	     2.467	     1.781
scrittore	     3.278	     1.291	     1.365	     1.407	     1.213
scrivania	     2.572	     1.335	     1.351	     1.491	     1.272
sculacciata	     1.175	     2.449	     2.234	     2.588	     2.335
scusa	     2.294	     1.401	     1.388	     1.696	     1.348
sdegnoso	     1.164	     2.622	     2.234	     2.285	     2.407
sedia	     2.294	     1.259	     1.346	     1.264	     1.286
sedile	     2.183	     1.310	     1.346	     1.422	     1.312
seno	     3.546	     1.434	     1.591	     1.519	     1.272
sentimento	     3.823	     1.260	     1.347	     1.374	     1.233
sepoltura	     1.088	     3.304	     3.190	     3.499	     2.485
serbatoio	     1.604	     1.421	     1.397	     1.584	     1.331
sereno	     4.013	     1.274	     1.366	     1.356	     1.165
serio	     2.188	     1.323	     1.407	     1.461	     1.318
serpente	     1.184	     2.586	     2.254	     2.937	     2.217
sesso	     4.376	     1.183	     1.283	     1.454	     1.140
seta	     3.665	     1.166	     1.266	     1.289	     1.199
sexy	     4.128	     1.286	     1.238	     1.557	     1.187
sfera	     2.352	     1.283	     1.352	     1.335	     1.352
sgabello	     1.946	     1.441	     1.523	     1.532	     1.323
sgradevole	     1.097	     3.085	     2.457	     2.594	     3.037
sicuro	     4.109	     1.233	     1.317	     1.411	     1.177
sifilide	     1.069	     3.075	     3.114	     3.350	     2.517
silenzioso	     2.220	     1.312	     1.328	     1.377	     1.303
simpatico	     4.286	     1.227	     1.278	     1.405	     1.139
sleale	     1.141	     2.427	     2.262	     1.928	     3.312
snob	     1.095	     3.305	     2.477	     2.819	     2.974
socievole	     3.841	     1.361	     1.377	     1.527	     1.317
soddisfatto	     4.295	     1.243	     1.412	     1.512	     1.159
soffocare	     1.048	     3.348	     3.400	     3.963	     2.519
sogno	     3.655	     1.305	     1.411	     1.427	     1.293
sole	     4.341	     1.214	     1.342	     1.348	     1.164
soleggiato	     3.906	     1.195	     1.261	     1.288	     1.155
solenne	     3.078	     1.412	     1.437	     1.428	     1.284
solitario	     1.250	     2.162	     2.051	     2.089	     2.303
solitudine	     1.139	     2.468	     2.887	     2.670	     2.208
solo	     1.235	     2.012	     2.244	     2.201	     2.064
sommesso	     1.625	     1.561	     1.946	     1.804	     1.415
sonaglio	     2.560	     1.242	     1.277	     1.346	     1.277
sontuoso	     2.906	     1.300	     1.361	     1.520	     1.322
sopraffatto	     1.256	     2.469	     2.245	     2.573	     2.046
sorpresa	     4.264	     1.260	     1.324	     1.460	     1.161
sorpreso	     3.785	     1.357	     1.520	     1.563	     1.211
sorriso	     4.498	     1.188	     1.301	     1.338	     1.129
sospettoso	     1.828	     2.065	     1.837	     2.454	     1.790
spaventato	     1.146	     2.907	     2.818	     3.135	     2.242
spaventoso	     1.239	     2.991	     2.283	     2.724	     2.422
spazio	     3.362	     1.296	     1.402	     1.426	     1.240
spazzatura	     1.164	     2.529	     2.368	     1.954	     3.224
specchio	     2.695	     1.305	     1.298	     1.591	     1.244
spensierato	     3.691	     1.146	     1.223	     1.205	     1.181
speranza	     3.924	     1.303	     1.302	     1.359	     1.276
speranzoso	     3.821	     1.204	     1.333	     1.292	     1.203
spiaggia	     4.122	     1.256	     1.392	     1.292	     1.163
spillatrice	     1.738	     1.446	     1.373	     1.573	     1.509
spina	     1.264	     2.887	     2.403	     3.044	     2.191
spirito	     2.945	     1.303	     1.349	     1.390	     1.305
sporcizia	     1.111	     2.917	     2.394	     2.070	     2.984
sporco	     1.089	     2.889	     2.445	     2.074	     3.274
sposa	     4.047	     1.331	     1.393	     1.487	     1.278
sposo	     3.390	     1.285	     1.338	     1.404	     1.215
spray	     1.833	     1.282	     1.325	     1.399	     1.364
sprezzante	     1.490	     2.441	     1.841	     2.353	     2.024
squalo	     1.274	     2.238	     2.085	     3.383	     1.929
stagnante	     1.201	     2.662	     1.993	     2.258	     2.183
stampella	     1.296	     2.278	     2.167	     2.500	     1.951
stampo	     1.771	     1.498	     1.480	     1.559	     1.376
stanco	     1.192	     2.547	     2.616	     2.538	     2.093
statua	     3.061	     1.335	     1.386	     1.488	     1.230
stella	     3.947	     1.211	     1.275	     1.285	     1.171
stomaco	     1.603	     1.764	     1.837	     1.980	     1.706
storia	     2.781	     1.389	     1.373	     1.514	     1.290
strada	     1.816	     1.733	     1.741	     1.962	     1.446
strano	     2.216	     1.407	     1.342	     1.680	     1.385
stress	     1.092	     3.424	     3.017	     3.638	     2.485
stressato	     1.081	     2.688	     3.135	     3.691	     2.158
strillo	     1.197	     3.196	     2.383	     2.807	     2.537
striscione	     2.759	     1.308	     1.342	     1.495	     1.236
stritolare	     1.876	     1.898	     1.688	     1.944	     1.562
studioso	     3.669	     1.320	     1.301	     1.490	     1.220
stufa	     3.493	     1.241	     1.410	     1.338	     1.215
stupefatto	     3.703	     1.326	     1.449	     1.477	     1.188
stupido	     1.224	     2.505	     2.084	     2.099	     2.179
stupito	     2.669	     1.413	     1.340	     1.695	     1.334
stupro	     1.074	     3.492	     3.174	     3.484	     2.662
successo	     4.265	     1.272	     1.342	     1.530	     1.185
sudiciume	     1.179	     3.051	     2.720	     2.895	     2.330
sughero	     1.599	     1.234	     1.195	     1.328	     1.294
suicidio	     1.107	     3.479	     3.209	     3.449	     2.663
suora	     2.080	     1.397	     1.430	     1.484	     1.284
svestito	     2.064	     1.824	     1.717	     2.132	     1.558
tabacco	     1.845	     1.385	     1.351	     1.502	     1.281
tagliere	     1.566	     1.756	     1.707	     1.950	     1.680
taglio	     1.417	     2.417	     1.965	     2.567	     2.175
talento	     3.794	     1.278	     1.259	     1.492	     1.168
tappeto	     2.333	     1.348	     1.411	     1.470	     1.334
tavolo	     2.401	     1.229	     1.264	     1.297	     1.336
taxi	     2.216	     1.439	     1.453	     1.590	     1.457
teglia	     2.738	     1.288	     1.406	     1.459	     1.267
temperino	     1.982	     1.465	     1.438	     1.854	     1.339
tempesta	     1.668	     2.133	     1.991	     2.413	     1.775
tempo	     2.328	     1.613	     1.718	     2.152	     1.479
tenda	     2.348	     1.328	     1.433	     1.413	     1.331
tenero	     3.866	     1.134	     1.249	     1.232	     1.118
tennis	     2.695	     1.377	     1.279	     1.491	     1.280
teoria	     2.549	     1.505	     1.389	     1.674	     1.432
termite	     1.283	     2.507	     2.050	     2.690	     2.011
termometro	     1.272	     2.309	     2.086	     2.245	     2.181
terra	     3.412	     1.299	     1.345	     1.392	     1.256
terrazzo	     3.031	     1.321	     1.372	     1.483	     1.220
terrificante	     1.122	     3.170	     3.206	     3.156	     2.712
terrorista	     1.086	     3.290	     2.887	     3.570	     2.438
terrorizzato	     1.104	     3.315	     2.866	     3.638	     2.420
teso	     1.236	     2.653	     2.290	     2.699	     2.037
tesoro	     4.073	     1.355	     1.468	     1.469	     1.257
tessuto	     2.259	     1.354	     1.380	     1.407	     1.388
testa	     3.094	     1.376	     1.409	     1.426	     1.234
tetro	     1.230	     2.707	     2.616	     2.631	     2.066
tetto	     3.042	     1.339	     1.358	     1.421	     1.236
tigre	     2.325	     1.633	     1.533	     2.256	     1.386
timido	     1.471	     2.139	     1.899	     1.999	     2.117
tomba	     1.137	     2.945	     2.957	     3.050	     2.089
topo	     1.340	     2.521	     2.016	     2.479	     2.127
tornado	     1.356	     2.750	     2.230	     3.213	     1.964
torre	     2.317	     1.448	     1.348	     1.548	     1.359
torta	     3.945	     1.204	     1.240	     1.257	     1.153
tortura	     1.070	     3.302	     3.010	     3.778	     2.522
tossico	     1.163	     2.309	     2.172	     2.020	     3.026
tradire	     1.136	     3.276	     2.774	     3.017	     2.559
traditore	     1.113	     2.715	     2.094	     1.928	     3.094
tragedia	     1.147	     2.931	     2.851	     3.139	     2.270
tram	     1.769	     1.594	     1.587	     1.827	     1.429
tramonto	     3.981	     1.165	     1.288	     1.198	     1.105
trampolino	     2.064	     2.070	     1.814	     2.246	     1.725
tranquillo	     3.845	     1.152	     1.276	     1.233	     1.175
trauma	     1.076	     2.993	     3.270	     3.488	     2.697
treno	     2.382	     1.409	     1.418	     1.688	     1.367
trionfante	     3.880	     1.290	     1.319	     1.546	     1.197
trionfo	     4.390	     1.233	     1.308	     1.453	     1.146
triste	     1.110	     3.029	     3.204	     3.132	     2.477
trofeo	     3.902	     1.263	     1.299	     1.554	     1.180
tromba	     2.256	     1.456	     1.370	     1.535	     1.463
tronco	     1.731	     1.491	     1.443	     1.644	     1.440
truffa	     1.171	     3.382	     2.904	     3.360	     2.361
t-shirt	     3.737	     1.248	     1.295	     1.381	     1.187
tuffatore	     2.431	     1.710	     1.481	     1.936	     1.481
tumore	     1.105	     3.432	     2.812	     2.982	     2.987
turbato	     1.174	     2.627	     2.361	     2.457	     2.322
uccello	     3.008	     1.344	     1.351	     1.387	     1.297
ufficio	     1.708	     1.569	     1.547	     1.798	     1.406
ulcera	     1.112	     2.908	     2.550	     2.178	     2.958
ulivo	     2.550	     1.351	     1.466	     1.391	     1.246
umano	     3.037	     1.310	     1.369	     1.495	     1.224
umile	     3.677	     1.225	     1.353	     1.378	     1.249
umiliare	     1.100	     3.072	     2.429	     2.628	     2.931
unità	     2.953	     1.332	     1.332	     1.413	     1.266
uomo	     2.909	     1.327	     1.301	     1.423	     1.302
uovo	     2.384	     1.268	     1.289	     1.328	     1.375
uragano	     1.140	     2.742	     2.449	     3.396	     2.000
urina	     1.630	     1.456	     1.432	     1.531	     1.312
urlo	     1.242	     3.032	     2.315	     2.794	     2.389
usanza	     3.037	     1.361	     1.391	     1.531	     1.208
utensile	     2.570	     1.250	     1.335	     1.422	     1.265
utile	     3.844	     1.201	     1.229	     1.321	     1.157
vacanza	     4.183	     1.229	     1.256	     1.321	     1.158
vagina	     3.185	     1.363	     1.318	     1.519	     1.278
vaiolo	     1.137	     2.928	     3.015	     3.253	     2.174
valanga	     1.317	     2.168	     2.150	     2.971	     1.995
vampiro	     1.690	     1.895	     1.842	     2.438	     1.679
vandalo	     1.089	     3.395	     2.878	     2.901	     2.901
vanità	     1.695	     1.979	     1.777	     2.013	     1.795
vantaggio	     4.196	     1.217	     1.367	     1.567	     1.159
vasca	     3.830	     1.138	     1.271	     1.217	     1.086
vaso	     1.685	     1.334	     1.312	     1.430	     1.332
vecchiume	     1.311	     2.129	     1.998	     1.912	     2.234
veicolo	     3.325	     1.368	     1.413	     1.604	     1.214
veleno	     1.145	     2.779	     2.682	     2.876	     2.326
veloce	     3.500	     1.367	     1.288	     1.462	     1.199
verde	     3.506	     1.212	     1.269	     1.395	     1.188
vergine	     2.651	     1.271	     1.399	     1.711	     1.303
vergognato	     1.232	     2.195	     2.087	     3.175	     1.688
verità	     3.108	     1.358	     1.307	     1.483	     1.228
vescica	     1.805	     2.039	     1.917	     2.238	     1.612
vespa	     1.418	     2.456	     1.949	     2.544	     2.171
vestito	     3.829	     1.277	     1.287	     1.410	     1.165
vetro	     1.705	     1.423	     1.380	     1.607	     1.416
viaggiare	     4.404	     1.216	     1.334	     1.486	     1.150
viaggio	     4.255	     1.270	     1.400	     1.517	     1.177
viale	     3.418	     1.264	     1.423	     1.300	     1.254
vicolo	     1.603	     1.730	     1.719	     1.954	     1.687
vigliacco	     1.110	     3.457	     2.831	     2.996	     2.971
vigoroso	     4.012	     1.354	     1.392	     1.525	     1.300
villaggio	     3.635	     1.269	     1.364	     1.376	     1.276
villetta	     3.546	     1.295	     1.297	     1.361	     1.185
vincere	     4.385	     1.254	     1.348	     1.469	     1.160
vincitore	     3.765	     1.329	     1.290	     1.632	     1.183
vino	     3.182	     1.256	     1.292	     1.372	     1.195
violento	     1.187	     2.943	     2.249	     2.222	     2.610
violino	     3.291	     1.152	     1.249	     1.222	     1.197
virtù	     4.070	     1.327	     1.408	     1.506	     1.286
vista	     3.513	     1.374	     1.461	     1.404	     1.279
vita	     4.430	     1.210	     1.291	     1.420	     1.118
vittima	     1.078	     3.054	     3.153	     3.140	     2.659
vittoria	     4.252	     1.272	     1.397	     1.524	     1.180
vivace	     3.905	     1.249	     1.276	     1.390	     1.147
vivo	     4.423	     1.242	     1.338	     1.482	     1.141
voglia	     4.066	     1.283	     1.354	     1.596	     1.176
vomito	     1.152	     2.036	     1.980	     1.745	     3.432
vulcano	     2.266	     1.650	     1.621	     2.154	     1.435
yacht	     3.642	     1.260	     1.316	     1.348	     1.195
zaffiro	     3.411	     1.262	     1.333	     1.341	     1.241
zanzara	     1.119	     3.085	     2.385	     2.486	     2.972
zucchero	     3.079	     1.360	     1.506	     1.581	     1.346
